ROW,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
123230,G29004700205001,290470205001,73,6
123231,G29004700205002,290470205002,73,6
123232,G29004700205003,290470205003,73,6
123233,G29004700205004,290470205004,73,6
123234,G29004700205005,290470205005,73,6
123235,G29004700205006,290470205006,73,6
123236,G29004700205007,290470205007,73,6
123237,G29004700206021,290470206021,77,6
123238,G29004700206022,290470206022,77,6
123239,G29004700206023,290470206023,77,6
123240,G29004700206024,290470206024,77,6
123241,G29004700206025,290470206025,77,6
123242,G29004700206031,290470206031,81,7
123243,G29004700206032,290470206032,79,7
123244,G29004700206033,290470206033,77,6
123245,G29004700206034,290470206034,78,7
123246,G29004700206041,290470206041,71,5
123247,G29004700206042,290470206042,75,6
123248,G29004700206043,290470206043,73,6
123249,G29004700206044,290470206044,78,7
123250,G29004700206045,290470206045,73,6
123251,G29004700208021,290470208021,55,3
123252,G29004700208022,290470208022,54,3
123253,G29004700208031,290470208031,66,5
123254,G29004700208032,290470208032,98,10
123255,G29004700208033,290470208033,61,4
123256,G29004700209011,290470209011,34,1
123257,G29004700209012,290470209012,65,4
123258,G29004700209013,290470209013,76,6
123259,G29004700209014,290470209014,46,2
123260,G29004700209015,290470209015,80,7
123261,G29004700209021,290470209021,68,5
123262,G29004700209022,290470209022,73,6
123263,G29004700210011,290470210011,61,4
123264,G29004700210012,290470210012,86,8
123265,G29004700210013,290470210013,65,4
123266,G29004700210014,290470210014,56,3
123267,G29004700210031,290470210031,45,2
123268,G29004700210032,290470210032,48,2
123269,G29004700210033,290470210033,43,2
123270,G29004700210041,290470210041,72,6
123271,G29004700210042,290470210042,87,8
123272,G29004700210043,290470210043,75,6
123273,G29004700210044,290470210044,72,6
123274,G29004700211011,290470211011,64,4
123275,G29004700211012,290470211012,69,5
123276,G29004700211013,290470211013,79,7
123277,G29004700211014,290470211014,66,5
123278,G29004700211015,290470211015,63,4
123279,G29004700211016,290470211016,80,7
123280,G29004700211031,290470211031,62,4
123281,G29004700211032,290470211032,44,2
123282,G29004700211033,290470211033,62,4
123283,G29004700211034,290470211034,51,3
123284,G29004700211041,290470211041,42,2
123285,G29004700211042,290470211042,67,5
123286,G29004700211043,290470211043,76,6
123287,G29004700211044,290470211044,63,4
123288,G29004700211051,290470211051,88,8
123289,G29004700211052,290470211052,60,4
123290,G29004700211053,290470211053,49,3
123291,G29004700211054,290470211054,58,4
123292,G29004700212041,290470212041,65,4
123293,G29004700212042,290470212042,70,5
123294,G29004700212043,290470212043,56,3
123295,G29004700212044,290470212044,61,4
123296,G29004700212081,290470212081,64,4
123297,G29004700212082,290470212082,58,4
123298,G29004700212083,290470212083,68,5
123299,G29004700212084,290470212084,64,4
123300,G29004700212085,290470212085,61,4
123301,G29004700212086,290470212086,59,4
123302,G29004700212091,290470212091,51,3
123303,G29004700212092,290470212092,35,1
123304,G29004700212093,290470212093,44,2
123305,G29004700212101,290470212101,41,2
123306,G29004700212102,290470212102,49,3
123307,G29004700212103,290470212103,32,1
123308,G29004700212104,290470212104,80,7
123309,G29004700212111,290470212111,68,5
123310,G29004700212112,290470212112,61,4
123311,G29004700212121,290470212121,29,1
123312,G29004700212122,290470212122,32,1
123313,G29004700212123,290470212123,33,1
123314,G29004700212131,290470212131,65,4
123315,G29004700212132,290470212132,77,6
123316,G29004700212141,290470212141,29,1
123317,G29004700213031,290470213031,23,1
123318,G29004700213032,290470213032,23,1
123319,G29004700213033,290470213033,14,1
123320,G29004700213071,290470213071,40,2
123321,G29004700213072,290470213072,41,2
123322,G29004700213073,290470213073,34,1
123323,G29004700213074,290470213074,30,1
123324,G29004700213075,290470213075,49,3
123325,G29004700213076,290470213076,44,2
123326,G29004700213091,290470213091,16,1
123327,G29004700213092,290470213092,13,1
123328,G29004700213093,290470213093,19,1
123329,G29004700213111,290470213111,32,1
123330,G29004700213112,290470213112,35,1
123331,G29004700213121,290470213121,23,1
123332,G29004700213122,290470213122,48,2
123333,G29004700213123,290470213123,32,1
123334,G29004700213131,290470213131,53,3
123335,G29004700213132,290470213132,47,2
123336,G29004700213133,290470213133,34,1
123337,G29004700213134,290470213134,36,1
123338,G29004700213141,290470213141,38,2
123339,G29004700213142,290470213142,50,3
123340,G29004700213143,290470213143,48,2
123341,G29004700213144,290470213144,47,2
123342,G29004700214011,290470214011,GQ,GQ
123343,G29004700214012,290470214012,42,2
123344,G29004700214013,290470214013,38,2
123345,G29004700214031,290470214031,67,5
123346,G29004700214032,290470214032,73,6
123347,G29004700214041,290470214041,54,3
123348,G29004700214042,290470214042,38,2
123349,G29004700214043,290470214043,49,3
123350,G29004700216011,290470216011,36,1
123351,G29004700216012,290470216012,39,2
123352,G29004700216013,290470216013,49,3
123353,G29004700216021,290470216021,41,2
123354,G29004700216022,290470216022,62,4
123355,G29004700217011,290470217011,59,4
123356,G29004700217012,290470217012,64,4
123357,G29004700217013,290470217013,58,4
123358,G29004700217031,290470217031,84,8
123359,G29004700217032,290470217032,84,8
123360,G29004700217033,290470217033,82,7
123361,G29004700217041,290470217041,74,6
123362,G29004700217042,290470217042,74,6
123363,G29004700217043,290470217043,74,6
123364,G29004700218061,290470218061,37,2
123365,G29004700218062,290470218062,46,2
123366,G29004700218063,290470218063,78,7
123367,G29004700218071,290470218071,48,2
123368,G29004700218072,290470218072,42,2
123369,G29004700218081,290470218081,34,1
123370,G29004700218082,290470218082,32,1
123371,G29004700218083,290470218083,33,1
123372,G29004700218091,290470218091,35,1
123373,G29004700218092,290470218092,25,1
123374,G29004700218093,290470218093,34,1
123375,G29004700218101,290470218101,20,1
123376,G29004700218102,290470218102,28,1
123377,G29004700218111,290470218111,31,1
123378,G29004700218112,290470218112,33,1
123379,G29004700218121,290470218121,41,2
123380,G29004700218122,290470218122,48,2
123381,G29004700218123,290470218123,56,3
123382,G29004700219001,290470219001,39,2
123383,G29004700219002,290470219002,15,1
123384,G29004700219003,290470219003,38,2
123385,G29004700219004,290470219004,20,1
123386,G29004700220001,290470220001,49,3
123387,G29004700220002,290470220002,44,2
123388,G29004700220003,290470220003,56,3
123389,G29004700221001,290470221001,71,5
123390,G29004700221002,290470221002,68,5
123391,G29004700221003,290470221003,77,6
123392,G29004700221004,290470221004,74,6
123393,G29004700221005,290470221005,73,6
123394,G29004700221006,290470221006,69,5
123395,G29004700222001,290470222001,70,5
123396,G29004700222002,290470222002,72,6
123397,G29004700222003,290470222003,77,6
123398,G29004700223011,290470223011,72,6
123399,G29004700223012,290470223012,76,6
123400,G29004700223013,290470223013,47,2
123401,G29004700223021,290470223021,45,2
123402,G29004700223022,290470223022,37,2
123403,G29004700223023,290470223023,PH,PH
123404,G29004700223024,290470223024,35,1
123405,G29004909601001,290499601001,70,5
123406,G29004909601002,290499601002,71,5
123407,G29004909601003,290499601003,77,6
123408,G29004909601004,290499601004,75,6
123409,G29004909601005,290499601005,67,5
123410,G29004909602011,290499602011,70,5
123411,G29004909602012,290499602012,55,3
123412,G29004909602021,290499602021,56,3
123413,G29004909602022,290499602022,47,2
123414,G29004909602023,290499602023,77,6
123415,G29004909603001,290499603001,74,6
123416,G29004909603002,290499603002,84,8
123417,G29004909603003,290499603003,55,3
123418,G29004909603004,290499603004,48,2
123419,G29004909604001,290499604001,43,2
123420,G29004909604002,290499604002,68,5
123421,G29004909604003,290499604003,64,4
123422,G29005100103001,290510103001,67,5
123423,G29005100103002,290510103002,64,4
123424,G29005100103003,290510103003,56,3
123425,G29005100103004,290510103004,71,5
123426,G29005100104011,290510104011,68,5
123427,G29005100104012,290510104012,54,3
123428,G29005100104013,290510104013,70,5
123429,G29005100104021,290510104021,61,4
123430,G29005100104022,290510104022,64,4
123431,G29005100104023,290510104023,76,6
123432,G29005100105001,290510105001,86,8
123433,G29005100105002,290510105002,86,8
123434,G29005100105003,290510105003,GQ,GQ
123435,G29005100105004,290510105004,86,8
123436,G29005100106001,290510106001,84,8
123437,G29005100106002,290510106002,86,8
123438,G29005100106003,290510106003,86,8
123439,G29005100106004,290510106004,84,8
123440,G29005100107011,290510107011,54,3
123441,G29005100107012,290510107012,65,4
123442,G29005100107013,290510107013,73,6
123443,G29005100107014,290510107014,63,4
123444,G29005100107021,290510107021,70,5
123445,G29005100107022,290510107022,73,6
123446,G29005100107023,290510107023,40,2
123447,G29005100107024,290510107024,78,7
123448,G29005100108011,290510108011,65,4
123449,G29005100108012,290510108012,66,5
123450,G29005100108013,290510108013,54,3
123451,G29005100108014,290510108014,58,4
123452,G29005100108021,290510108021,52,3
123453,G29005100108022,290510108022,38,2
123454,G29005100108023,290510108023,56,3
123455,G29005100109011,290510109011,60,4
123456,G29005100109012,290510109012,73,6
123457,G29005100109013,290510109013,50,3
123458,G29005100109014,290510109014,81,7
123459,G29005100109021,290510109021,71,5
123460,G29005100109022,290510109022,69,5
123461,G29005100109023,290510109023,51,3
123462,G29005100201981,290510201981,GQ,GQ
123463,G29005100201982,290510201982,42,2
123464,G29005100201983,290510201983,42,2
123465,G29005100202001,290510202001,34,1
123466,G29005100202002,290510202002,48,2
123467,G29005100202003,290510202003,42,2
123468,G29005100203001,290510203001,58,4
123469,G29005100203002,290510203002,59,4
123470,G29005100203003,290510203003,64,4
123471,G29005100204001,290510204001,81,7
123472,G29005100204002,290510204002,67,5
123473,G29005100204003,290510204003,55,3
123474,G29005100205001,290510205001,48,2
123475,G29005100205002,290510205002,81,7
123476,G29005100206001,290510206001,66,5
123477,G29005100206002,290510206002,39,2
123478,G29005100206003,290510206003,64,4
123479,G29005100207001,290510207001,97,10
123480,G29005100207002,290510207002,90,9
123481,G29005100207003,290510207003,80,7
123482,G29005309501001,290539501001,55,3
123483,G29005309501002,290539501002,56,3
123484,G29005309502001,290539502001,GQ,GQ
123485,G29005309502002,290539502002,80,7
123486,G29005309503001,290539503001,80,7
123487,G29005309503002,290539503002,76,6
123488,G29005309503003,290539503003,70,5
123489,G29005309504001,290539504001,69,5
123490,G29005309504002,290539504002,68,5
123491,G29005309505001,290539505001,68,5
123492,G29005309505002,290539505002,79,7
123493,G29005309505003,290539505003,60,4
123494,G29005309505004,290539505004,87,8
123495,G29005309505005,290539505005,74,6
123496,G29005504501011,290554501011,67,5
123497,G29005504501012,290554501012,74,6
123498,G29005504501031,290554501031,73,6
123499,G29005504501032,290554501032,73,6
123500,G29005504501041,290554501041,80,7
123501,G29005504501042,290554501042,78,7
123502,G29005504502001,290554502001,77,6
123503,G29005504502002,290554502002,82,7
123504,G29005504502003,290554502003,80,7
123505,G29005504502004,290554502004,81,7
123506,G29005504503011,290554503011,72,6
123507,G29005504503012,290554503012,65,4
123508,G29005504503021,290554503021,80,7
123509,G29005504503022,290554503022,80,7
123510,G29005504503023,290554503023,75,6
123511,G29005504503024,290554503024,74,6
123512,G29005504504011,290554504011,75,6
123513,G29005504504012,290554504012,96,10
123514,G29005504504021,290554504021,82,7
123515,G29005504504022,290554504022,95,10
123516,G29005504504023,290554504023,92,9
123517,G29005704801001,290574801001,79,7
123518,G29005704801002,290574801002,91,9
123519,G29005704801003,290574801003,97,10
123520,G29005704801004,290574801004,68,5
123521,G29005704801005,290574801005,76,6
123522,G29005704802001,290574802001,81,7
123523,G29005704802002,290574802002,74,6
123524,G29005704802003,290574802003,76,6
123525,G29005704802004,290574802004,93,9
123526,G29005904801001,290594801001,93,9
123527,G29005904801002,290594801002,90,9
123528,G29005904801003,290594801003,88,8
123529,G29005904801004,290594801004,87,8
123530,G29005904802001,290594802001,85,8
123531,G29005904802002,290594802002,85,8
123532,G29005904802003,290594802003,85,8
123533,G29005904802004,290594802004,85,8
123534,G29005904802005,290594802005,85,8
123535,G29005904803011,290594803011,84,8
123536,G29005904803012,290594803012,65,4
123537,G29005904803013,290594803013,74,6
123538,G29005904803021,290594803021,72,6
123539,G29005904803022,290594803022,71,5
123540,G29005904803023,290594803023,83,7
123541,G29006104701001,290614701001,85,8
123542,G29006104701002,290614701002,51,3
123543,G29006104701003,290614701003,85,8
123544,G29006104702001,290614702001,74,6
123545,G29006104702002,290614702002,80,7
123546,G29006104702003,290614702003,85,8
123547,G29006104702004,290614702004,88,8
123548,G29006104702005,290614702005,92,9
123549,G29006300801011,290630801011,87,8
123550,G29006300801012,290630801012,76,6
123551,G29006300801021,290630801021,GQ,GQ
123552,G29006300801022,290630801022,78,7
123553,G29006300802001,290630802001,75,6
123554,G29006300802002,290630802002,73,6
123555,G29006300802003,290630802003,62,4
123556,G29006300802004,290630802004,81,7
123557,G29006300802005,290630802005,85,8
123558,G29006509601001,290659601001,76,6
123559,G29006509601002,290659601002,76,6
123560,G29006509601003,290659601003,74,6
123561,G29006509601004,290659601004,78,7
123562,G29006509602001,290659602001,68,5
123563,G29006509602002,290659602002,64,4
123564,G29006509602003,290659602003,80,7
123565,G29006509602004,290659602004,79,7
123566,G29006509603001,290659603001,97,10
123567,G29006509603002,290659603002,90,9
123568,G29006509603003,290659603003,89,8
123569,G29006509604001,290659604001,95,10
123570,G29006509604002,290659604002,88,8
123571,G29006509604003,290659604003,93,9
123572,G29006709501001,290679501001,66,5
123573,G29006709501002,290679501002,66,5
123574,G29006709501003,290679501003,73,6
123575,G29006709502001,290679502001,81,7
123576,G29006709502002,290679502002,82,7
123577,G29006709502003,290679502003,84,8
123578,G29006709502004,290679502004,81,7
123579,G29006709505001,290679505001,82,7
123580,G29006709505002,290679505002,86,8
123581,G29006709505003,290679505003,82,7
123582,G29006709505004,290679505004,81,7
123583,G29006903601001,290693601001,99,10
123584,G29006903601002,290693601002,98,10
123585,G29006903601003,290693601003,98,10
123586,G29006903602001,290693602001,87,8
123587,G29006903602002,290693602002,80,7
123588,G29006903602003,290693602003,97,10
123589,G29006903603001,290693603001,93,9
123590,G29006903603002,290693603002,81,7
123591,G29006903603003,290693603003,93,9
123592,G29006903603004,290693603004,98,10
123593,G29006903603005,290693603005,97,10
123594,G29006903604001,290693604001,98,10
